n_events,unique_event_types,weighted_event_score,behavioral_entropy,temporal_span_ms,temporal_entropy,unique_file_paths,unique_urls,unique_networks,unique_crypto_algos,unique_shared_prefs,has_runtime_exec,has_dex_load,has_sms,has_socket,has_crypto,has_subscriber_id,has_device_id,has_webview,has_url,has_network,has_process,has_settings,cnt_runtime_exec,cnt_dex_load,cnt_sms,cnt_socket,cnt_subscriber_id_access,cnt_device_id_access,cnt_crypto,cnt_webview,cnt_url_access,cnt_okhttp,cnt_network,cnt_process,cnt_start_activity,cnt_activity_resume,cnt_activity,cnt_settings_access,cnt_settings,cnt_device,cnt_file,cnt_file_access,cnt_shared_pref,cnt_sp,cnt_runtime,cnt_unknown,file_access_ratio,network_ratio,sp_ratio,high_signal_ratio,crypto_and_network,device_id_and_network,dex_and_exec,webview_and_url,sms_and_device,richness_score,quality_score,log_n_events,log_weighted_score,log_file_paths,log_urls,label,source_file,quality_score,quality_reason
189.0,8.0,107.7,1.2832922707464964,28626.0,0.5074613815999742,38.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,72.0,109.0,0.0,0.0,0.0,0.3809523809523809,0.0,0.5767195767195767,0.0052910052910052,0.0,0.0,0.0,0.0,0.0,0.6408,0.6408,5.247024072160486,4.688591794127164,3.6635616461296463,0.6931471805599453,0,benign_com.ki.generaladaptiveapps.json,0.6408,ok
186.0,7.0,184.7,1.621370337249679,16641.0,0.2312000727772364,38.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,100.0,0.0,0.0,57.0,0.0,0.0,0.0,0.1129032258064516,0.3064516129032258,0.0,1.0,0.0,0.0,0.0,0.0,0.6406,0.6406,5.231108616854587,5.22413246835866,3.6635616461296463,0.6931471805599453,0,benign__com.monotype.android.font.simprosys.stylishfonts.json,0.6406,ok
122.0,5.0,113.4,1.732458507446626,4776.0,0.3277409658635766,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,55.0,38.0,0.0,0.0,0.0,0.4508196721311475,0.0,0.3114754098360656,0.0,0.0,0.0,0.0,0.0,0.0,0.6405,0.6405,4.812184355372417,4.739701078945697,3.044522437723423,2.302585092994046,0,benign_air.com.stardoll.access.json,0.6405,ok
164.0,8.0,95.2,1.2391456345066223,1436.0,0.639181472937766,43.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,105.0,52.0,0.0,0.0,0.0,0.6402439024390244,0.0,0.3170731707317073,0.0060975609756097,0.0,0.0,0.0,1.0,0.0,0.6385,0.6385,5.10594547390058,4.566429357671661,3.784189633918261,1.0986122886681096,0,benign_com.clashofclans.gemscoc.json,0.6385,ok
232.0,7.0,131.3,1.321813219083166,17758.0,0.1205848743973129,47.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,115.0,106.0,0.0,0.0,0.0,0.4956896551724138,0.0,0.4568965517241379,0.0043103448275862,0.0,0.0,0.0,0.0,0.0,0.6382,0.6382,5.4510384535657,4.88507207112091,3.87120101090789,0.6931471805599453,0,benign_com.ac.photo.frames.valentines.json,0.6382,ok
248.0,7.0,139.9,1.2052976117625718,12124.0,0.1139546416448151,39.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,75.0,162.0,0.0,0.0,0.0,0.3024193548387097,0.0,0.6532258064516129,0.0040322580645161,0.0,0.0,0.0,0.0,0.0,0.6379,0.6379,5.517452896464707,4.948050418904635,3.688879454113936,0.6931471805599453,0,benign_com.aafi.waqiyatparhiyeibratlijiye.json,0.6379,ok
199.0,7.0,187.9,1.257239322987764,14553.0,0.1271878801454818,51.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,140.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0150753768844221,0.2261306532663316,0.0,1.0,0.0,0.0,0.0,0.0,0.6375,0.6375,5.298317366548036,5.241217774507464,3.951243718581428,1.0986122886681096,0,benign__com.jefit.workoutpal.json,0.6375,ok
81.0,7.0,88.6,2.0068855518662185,20957.0,0.2651460575516409,20.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,38.0,0.0,0.0,24.0,0.0,0.0,0.0,0.037037037037037,0.2962962962962963,0.0,1.0,0.0,0.0,0.0,0.0,0.6374,0.6374,4.406719247264253,4.4953553199808844,3.044522437723423,1.791759469228055,0,benign__com.citybeetles.newsmontreal.json,0.6374,ok
184.0,6.0,118.8,1.472906915748057,15607.0,0.1954647370748601,56.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,116.0,47.0,0.0,0.0,0.0,0.6304347826086957,0.0,0.2554347826086957,0.0,0.0,0.0,0.0,1.0,0.0,0.637,0.637,5.220355825078325,4.785823685681349,4.04305126783455,1.9459101490553128,0,benign_com.appturbo.appoftheday2015.json,0.637,ok
74.0,7.0,81.8,2.1283627522812907,20679.0,0.3124298934925067,18.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,30.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0405405405405405,0.3243243243243243,0.0,1.0,0.0,0.0,0.0,0.0,0.6363,0.6363,4.31748811353631,4.416428061391214,2.9444389791664403,1.791759469228055,0,benign__com.citybeetles.newsedmonton.json,0.6363,ok
220.0,7.0,126.9,1.3477304520737736,22954.0,0.042073899371205,42.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,102.0,106.0,0.0,0.0,0.0,0.4636363636363636,0.0,0.4818181818181818,0.0045454545454545,0.0,0.0,0.0,0.0,0.0,0.6359,0.6359,5.3981627015177525,4.851248708584797,3.7612001156935615,0.6931471805599453,0,benign_com.adamapps.tipsforspidermangames.json,0.6359,ok
220.0,7.0,126.9,1.3477304520737736,2498.0,0.1261308960365601,42.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,102.0,106.0,0.0,0.0,0.0,0.4636363636363636,0.0,0.4818181818181818,0.0045454545454545,0.0,0.0,0.0,0.0,0.0,0.6359,0.6359,5.3981627015177525,4.851248708584797,3.7612001156935615,0.6931471805599453,0,benign_com.adamapps.tipsforsupermario.guide.json,0.6359,ok
227.0,7.0,130.4,1.2839475043688982,3827.0,0.0819156798436626,38.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,77.0,138.0,0.0,0.0,0.0,0.3392070484581498,0.0,0.6079295154185022,0.0044052863436123,0.0,0.0,0.0,0.0,0.0,0.6353,0.6353,5.429345628954441,4.878246106050511,3.6635616461296463,0.6931471805599453,0,benign_com.amaxlwps.wolves.json,0.6353,ok
81.0,5.0,79.7,2.0217672942154543,14427.0,0.6487131913305355,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,23.0,32.0,0.0,0.0,0.0,0.2839506172839506,0.0,0.3950617283950617,0.0,0.0,0.0,0.0,0.0,0.0,0.6341,0.6341,4.406719247264253,4.390738575275903,2.9444389791664403,2.3978952727983707,0,benign_com.weheartit.json,0.6341,ok
206.0,6.0,122.4,1.2756132537677412,15230.0,0.0889279506680591,58.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,135.0,58.0,0.0,0.0,0.0,0.6553398058252428,0.0,0.2815533980582524,0.0,0.0,0.0,0.0,1.0,0.0,0.6337,0.6337,5.332718793265369,4.815431111471288,4.07753744390572,1.9459101490553128,0,benign_com.avira.android.json,0.6337,ok
138.0,8.0,82.9,1.3959742857228683,2061.0,0.5555660815405832,37.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,73.0,57.0,0.0,0.0,0.0,0.5289855072463768,0.0,0.4130434782608695,0.0072463768115942,0.0,0.0,0.0,1.0,0.0,0.6336,0.6336,4.934473933130692,4.429625613473161,3.6375861597263857,1.0986122886681096,0,benign_codeadore.textgram.json,0.6336,ok
71.0,7.0,79.1,2.115477417359079,20759.0,0.187176266528573,17.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,29.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0422535211267605,0.323943661971831,0.0,1.0,0.0,0.0,0.0,0.0,0.6329,0.6329,4.276666119016055,4.383275854074314,2.8903717578961645,1.791759469228055,0,benign__com.citybeetles.newscalgary.json,0.6329,ok
175.0,5.0,128.9,1.5786784745436016,6863.0,0.2782066342132279,35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,106.0,38.0,0.0,0.0,0.0,0.6057142857142858,0.0,0.2171428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.6328,0.6328,5.170483995038151,4.866764923676554,3.58351893845611,2.079441541679836,0,benign_com.alltrails.alltrails.json,0.6328,ok
107.0,5.0,130.6,1.777580206799228,12845.0,0.6438517090809133,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,29.0,0.0,0.0,0.0,0.3457943925233644,0.0,0.2710280373831775,0.0,0.0,0.0,0.0,0.0,0.0,0.6326,0.6326,4.68213122712422,4.879767018891217,3.218875824868201,2.19722457733622,0,benign_at.mjam.json,0.6326,ok
227.0,7.0,127.7,1.222402545929702,1261.0,0.687509030571463,46.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,139.0,79.0,0.0,0.0,0.0,0.6123348017621145,0.0,0.3480176211453744,0.0044052863436123,0.0,0.0,0.0,0.0,0.0,0.6318,0.6318,5.429345628954441,4.857484114602081,3.8501476017100575,0.6931471805599453,0,benign_com.alvinagomes.sixpackabsphotoeditor.json,0.6318,ok
72.0,7.0,79.4,2.0588040932794405,20908.0,0.2913320129953667,18.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,30.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0416666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.631,0.631,4.290459441148391,4.387014176184921,2.9444389791664403,1.791759469228055,0,benign__com.citybeetles.newstoronto.json,0.631,ok
72.0,7.0,79.4,2.0588040932794405,20531.0,0.3195010266446139,18.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,30.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0416666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.631,0.631,4.290459441148391,4.387014176184921,2.9444389791664403,1.791759469228055,0,benign__com.citybeetles.newsvancouver.json,0.631,ok
72.0,7.0,79.4,2.0588040932794405,20823.0,0.2913320129953664,18.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,30.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0416666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.631,0.631,4.290459441148391,4.387014176184921,2.9444389791664403,1.791759469228055,0,benign__com.citybeetles.sportscanada.json,0.631,ok
128.0,5.0,122.4,1.192933202985763,10084.0,0.5868298058054694,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0,92.0,0.0,0.0,0.0,0.03125,0.0,0.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.6309,0.6309,4.859812404361672,4.815431111471288,1.3862943611198906,2.772588722239781,0,benign_com.amitech.allevents.json,0.6309,ok
572.0,6.0,299.7,0.2365649793758193,7777.0,0.0857592562540552,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,556.0,8.0,0.0,0.0,0.0,0.972027972027972,0.0,0.0139860139860139,0.0,0.0,0.0,0.0,0.0,0.0,0.6307,0.6307,6.35088571671474,5.706113089994483,2.639057329615259,1.6094379124341005,0,benign_com.vitotechnology.StarWalk2Free.json,0.6307,ok
217.0,7.0,123.4,1.2571191888839384,4332.0,0.2178895481476383,38.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,74.0,133.0,0.0,0.0,0.0,0.3410138248847926,0.0,0.6129032258064516,0.0046082949308755,0.0,0.0,0.0,0.0,0.0,0.6302,0.6302,5.384495062789089,4.823502180305079,3.6635616461296463,0.6931471805599453,0,benign_com.bkmsofttech.WatterFallLiveWallpaper.json,0.6302,ok
116.0,5.0,96.4,1.452607387935991,9777.0,0.7392350180182091,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,73.0,22.0,0.0,0.0,0.0,0.6293103448275862,0.0,0.1896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.6298,0.6298,4.762173934797756,4.578826210648489,3.295836866004329,2.3978952727983707,0,benign_com.cloudmosa.puffinFree.json,0.6298,ok
204.0,7.0,181.2,1.2752834246671108,3225.0,0.897330264868393,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,129.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0049019607843137,0.3088235294117647,0.0,1.0,0.0,0.0,0.0,0.0,0.628,0.628,5.3230099791384085,5.205104984825858,3.9318256327243257,0.6931471805599453,0,benign__com.grillgames.guitarrockhero.json,0.628,ok
159.0,7.0,96.7,1.420927236657123,1714.0,0.6282499748505711,35.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,70.0,78.0,0.0,0.0,0.0,0.440251572327044,0.0,0.490566037735849,0.0062893081761006,0.0,0.0,0.0,0.0,0.0,0.6261,0.6261,5.075173815233827,4.581901559048737,3.58351893845611,1.0986122886681096,0,benign_com.calculator.gems.coc.guide.clashofclans.json,0.6261,ok
188.0,7.0,110.2,1.334146840385431,2317.0,0.4620818163448189,37.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,71.0,106.0,0.0,0.0,0.0,0.3776595744680851,0.0,0.5638297872340425,0.0053191489361702,0.0,0.0,0.0,0.0,0.0,0.6237,0.6237,5.241747015059643,4.711330381816482,3.6375861597263857,0.6931471805599453,0,benign_com.vilvilad.sketchphoto.json,0.6237,ok
189.0,7.0,109.1,1.3334053029848365,3761.0,0.0956338612963971,38.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,74.0,105.0,0.0,0.0,0.0,0.3915343915343915,0.0,0.5555555555555556,0.0052910052910052,0.0,0.0,0.0,0.0,0.0,0.6236,0.6236,5.247024072160486,4.701389043728634,3.6635616461296463,0.6931471805599453,0,benign_com.arrowshapes.cat.pattern.screen.lock.json,0.6236,ok
83.0,5.0,73.2,1.797981464105502,4474.0,0.5180094382391955,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,34.0,30.0,0.0,0.0,0.0,0.4096385542168674,0.0,0.3614457831325301,0.0,0.0,0.0,0.0,0.0,0.0,0.6218,0.6218,4.430816798843313,4.306764150173335,3.1354942159291497,2.3978952727983707,0,benign_com.bamnetworks.mobile.android.ballpark.json,0.6218,ok
194.0,7.0,165.2,1.2501014950560163,4643.0,0.4928353141735959,39.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,115.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0051546391752577,0.3659793814432989,0.0,1.0,0.0,0.0,0.0,0.0,0.6214,0.6214,5.272999558563747,5.113191882421348,3.688879454113936,0.6931471805599453,0,benign__com.itunestoppodcastplayer.app.json,0.6214,ok
112.0,7.0,86.1,1.8336627799265155,28059.0,0.8028735921547206,19.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,5.0,8.0,0.0,3.0,0.0,0.0,0.0,22.0,66.0,0.0,0.0,0.0,0.1964285714285714,0.0,0.5892857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.6214,0.6214,4.727387818712341,4.467056883858457,2.995732273553991,1.3862943611198906,0,benign_com.accuweather.android.json,0.6214,ok
188.0,7.0,107.2,1.2744871642295448,1254.0,1.056584608073318,38.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,74.0,106.0,0.0,0.0,0.0,0.3936170212765957,0.0,0.5638297872340425,0.0053191489361702,0.0,0.0,0.0,0.0,0.0,0.62,0.62,5.241747015059643,4.6839813664123815,3.6635616461296463,0.6931471805599453,0,benign_com.andromo.dev540217.app558305.json,0.62,ok
191.0,7.0,107.7,1.2541338229933534,1466.0,0.7660514361403299,43.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,105.0,79.0,0.0,0.0,0.0,0.5497382198952879,0.0,0.4136125654450261,0.0052356020942408,0.0,0.0,0.0,0.0,0.0,0.6199,0.6199,5.2574953720277815,4.688591794127164,3.784189633918261,0.6931471805599453,0,benign_com.appsongstrolls.json,0.6199,ok
183.0,7.0,105.4,1.305404937340673,8296.0,0.0982696035730806,34.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,69.0,105.0,0.0,0.0,0.0,0.3770491803278688,0.0,0.5737704918032787,0.0054644808743169,0.0,0.0,0.0,0.0,0.0,0.6197,0.6197,5.214935757608986,4.667205576907544,3.555348061489413,0.6931471805599453,0,benign_berkah25com.guideforroblox.guideforroblox.json,0.6197,ok
84.0,6.0,70.7,1.759270398042036,3049.0,0.6261068866319793,26.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,48.0,18.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.2142857142857142,0.0,0.0,0.0,0.0,1.0,0.0,0.6193,0.6193,4.442651256490317,4.272490747605575,3.295836866004329,2.19722457733622,0,benign_com.uefa.euro2016.json,0.6193,ok
182.0,6.0,147.7,1.5700097211024493,17842.0,0.2735368044009849,31.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,66.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.5164835164835165,0.0,0.0,0.0,0.0,0.0,0.0,0.6191,0.6191,5.209486152841421,5.001930853466109,3.4657359027997265,1.0986122886681096,0,benign__com.mjtq1931.worldcupschedule2015.json,0.6191,ok
663.0,6.0,342.2,0.4136129666826264,28682.0,1.1750203856914607,41.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,619.0,37.0,0.0,0.0,0.0,0.933634992458522,0.0,0.0558069381598793,0.0,0.0,0.0,0.0,1.0,0.0,0.6187,0.6187,6.498282149476434,5.838313367613807,3.737669618283368,1.3862943611198906,0,benign_com.abs.cpu_z_advance.json,0.6187,ok
187.0,7.0,105.7,1.262226404454022,3783.0,0.4183544841481076,42.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,101.0,79.0,0.0,0.0,0.0,0.5401069518716578,0.0,0.4224598930481283,0.0053475935828877,0.0,0.0,0.0,0.0,0.0,0.6187,0.6187,5.236441962829949,4.670021158307708,3.7612001156935615,0.6931471805599453,0,benign_com.cgspecialfx.newlovecollageframeshdphoto.json,0.6187,ok
173.0,6.0,353.1,1.5718574963545469,3486.0,0.2058616941223575,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,19.0,43.0,0.0,0.0,0.0,0.1098265895953757,0.0,0.2485549132947976,0.0,0.0,0.0,0.0,0.0,0.0,0.6185,0.6185,5.159055299214529,5.869579359117858,2.833213344056216,0.6931471805599453,0,benign_ch.protonmail.android.json,0.6185,ok
